DATE ARRET;CDGI;QUARTIER;TYPE DE VOIE;PREFIXE de VOIE;NOM de VOIE;Libellé VOIE;CVOIE;HISTORIQUE;LARGEUR;LONG;DETAIL;ARRONDISSEMENT;STATUT PRESUME;DEBUT;FIN
1877-01-02T00:53:28+00:53;0299;Europe.;impasse;d';amsterdam;impasse d'Amsterdam;0295;"Orig. du nom. ~ Voisinage de la rue d'Amsterdam.
Historique. ~ Précédemment comprise dans la rue de Stockholm, ouverte à la suite d'une ordonnance royale du 24 juin 1831. Un décret du 30 juin 1859 (UP) avait déclassé la partie de la rue de Stockholm comprise entre les nos 1 et 2 et la rue de Rome. C'est la partie conservée au-devant de ces deux immeubles qui a été dénommée impasse d'Amsterdam. Précédemment impasse de Stockholm.";12.0;24.0;"Nota. ~ voie privée ouverte à la circulation publique (arr. du 23 juin 1959).
Déclassement. ~ Déc. du 3 novembre 1885 (UP), régularisant une convention du 12 janvier 1885 par laquelle la Ville de Paris abandonne le sol de l'impasse à la Compagnie des Chemins de Fer de l'Ouest.
Dénomination. ~ Arr. du 1er février 1877.";VIIIe;voie privée;rue d'Amsterdam, 21 et rue de Londres, 39.;
1824-02-06T00:53:28+00:53;1955;Madeleine.;rue;;chauveau-lagarde;rue Chauveau-Lagarde;1945;"Orig. du nom. ~ Claude François Chauveau-Lagarde (1756-1841), avocat français, l'un des défenseurs de Marie-Antoinette ; voisinage de la Chapelle expiatoire.";10.0;163.0;"Ouverture et alignements (non retenus au POS et non repris au PLU). ~ Ord. du 2 juin 1824, entre la place de la Madeleine et la rue de l'Arcade. Cette ordonnance prévoyait l'ouverture de la totalité de la voie ; mais ces dispositions ont été abrogées par une ordonnance royale du 2 septembre 1829 pour la partie comprise entre la rue de l'Arcade et le boulevard Malesherbes. Déc. du 16 juillet 1862 (UP), entre la rue de l'Arcade et le boulevard Malesherbes.
Dénomination. ~ Ord. du 2 juin 1824.";VIIIe;voie publique;place de la Madeleine, 21.;boulevard Malesherbes, 12.
1879-08-16T00:53:28+00:53;5692;Champs Elysées.;rue;;lincoln;rue Lincoln;5631;"Historique. ~ Précédemment, rue d'Albe. Ouverte sur l'emplacement de l'hôtel d'Albe.
Orig. du nom. ~ Abraham Lincoln (1809-1865), président des Etats-Unis d'Amérique ; quartier habité par la colonie américaine.";12.0;145.0;"Ouverture et alignements (non retenus au POS et non repris au PLU). ~ Déc. du 26 septembre 1861 (UP).
Dénomination. ~ Arr. du 16 août 1879.";VIIIe;voie publique;rue François Ier, 56.;avenue des Champs Élysées, 73.
1826-05-08T00:53:28+00:53;5897;Europe.;rue;de;madrid;rue de Madrid;5825;"Orig. du nom. ~ Capitale de l'Espagne ; voisinage de la place de l'Europe.";15.0;365.0;"Ouverture. ~ Ouverture en 1867 (ord. du 2 février 1826). Le décret du 30 juin 1859 avait déclaré d'utilité publique le percement de la rue de Madrid, dans la partie A. Un décret du 19 janvier 1867 avait à nouveau déclaré d'utilité publique l'achèvement du tronçon compris entre les rues du Rocher et du Général Foy.
Alignements (non retenus au POS et non repris au PLU). ~ Déc. du 30 juin 1859 : 1° entre la place de l'Europe et la rue de Rome ; 2° au droit des nos 12 à 24 (A) et à partir d'un point situé au droit du n° 7 à 5 m environ de la limite séparative des nos 5 et 7 jusqu'au droit du n° 27. Ord. du 2 février 1826, le surplus.
Servitude. ~ Les immeubles situés aux angles de la place de l'Europe sont grevés d'une servitude ""non aedificandi"".
Dénomination. ~ Déc. min. du 5 août 1826.";VIIIe;voie publique;place de l'Europe-Simone Veil.;rue du Général Foy, 16.
;1941;Saint-Vincent de Paul.;rue;;chaudron;rue Chaudron;1931;"Orig. du nom. ~ Joseph Chaudron avait fait construire, en 1718, la fontaine située au coin des rues La Fayette et du Faubourg Saint-Martin.
Historique. ~ Cette voie était tracée au commencement du XVIIIe siècle.";12.0;217.0;"Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 5 juin 1846.
Numérotage. ~ Arr. du 28 septembre 1883, côté impair.";Xe;voie publique;rue du Faubourg Saint-Martin, 241.;rue du Château Landon, 52.
;5871;Picpus.;voie;;m/12;voie M/12;Y402;;8.0;93.0;;XIIe;voie privée;rue de Picpus, 162.;
;0227;Maison Blanche.;rue;;alphand;rue Alphand;0239;"Orig. du nom. ~ M. Alphand, maître carrier, ancien propriétaire des terrains sur lesquels la voie a été ouverte.
Historique. ~ Précédemment passage Alphan.";12.0;155.0;"Ouverture. ~ Ouvert en 1846.
Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Arr. du 2 mai 1939.";XIIIe;voie publique;rue des Cinq Diamants, 56.;rue Barrault, 13.
1932-03-06T01:00:00+01:00;2574;Gare.;rue;;darmesteter;rue Darmesteter;2567;"Orig. du nom. ~ Arsène Darmesteter (1846-1888), philologue, et son frère James Darmesteter (1849-1894), orientaliste français.
Historique. ~ Ouverte par la Ville de Paris sur l'emplacement du bastion 91.";20.0;110.0;"Ouverture. ~ Ouverte en 1932.
Classement. ~ Arr. du 11 octobre 1932.
Dénomination. ~ Arr. du 3 juin 1932.";XIIIe;voie publique;avenue Boutroux, 10.;boulevard Masséna, 29.
;3705;Grenelle.;rue;;fondary;rue Fondary;3720;Orig. du nom. ~ Fondary, l'un des fondateurs du village de Grenelle, maire de l'ancienne commune de Vaugirard.;10.0;650.0;"Classement. ~ Déc. du 24 juillet 1867. Voie de l'ancienne commune de Grenelle dont le classement avait été ajourné en 1863.
Alignements (retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 30 août 1881.
Numérotage. ~ Arr. du 13 janvier 1874.";XVe;voie publique;rue de Lourmel, 23.;rue de la Croix Nivert, 40.
1877-01-02T00:53:28+00:53;3773;Combat.;passage;des;fours à chaux;passage des Fours à Chaux;3787;"Orig. du nom. ~ Conduisait à des fours à chaux.
Historique. ~ Précédemment, passage des Carrières. Ancien chemin des Fours à Chaux tracé sur le cadastre de la commune de Belleville dressé en 1812. Le tronçon qui débouchait rue de Meaux a été supprimé en 1972 lors de la reconstruction de l'îlot.";3.6;115.0;"Classement, alignements (retenus au POS et non repris au PLU) et nivellement. ~ Arr. mun. du 18 mai 1990.
Dénomination. ~ Arr. du 1er février 1877.";XIXe;voie publique;avenue Simon Bolivar, 117.;en impasse
1873-10-11T00:53:28+00:53;7304;Saint-Lambert.;rue;;petel;rue Petel;7253;"Orig. du nom. ~ M. Petel, ancien propriétaire du terrain sur lequel une partie de la voie a été ouverte.
Historique. ~ Le tronçon A a fait partie de la rue Péclet jusqu'en 1873. La rue Péclet, qui finissait rue Lecourbe, avait porté les noms de rue du Perroquet puis, de descente de la Sablonnière.";16.0;223.0;"Classement dans la voirie parisienne. ~ Déc. du 23 mai 1863. Précédemment voie de l'ancienne commune de Vaugirard.
Alignements (non retenus au POS et non repris au PLU). ~ Déc. du 5 août 1929, côté pair, partie A. Arr. du 23 septembre 1857, le surplus. Arr. du 5 avril 1932, pan coupé, côté pair, à l'angle de la rue Lecourbe, côté impair.
Nivellement. ~ Déc. du 5 août 1929, partie A.
Dénomination. ~ Arr. du 10 novembre 1873, partie A.";XVe;voie publique;rue Péclet, 12.;rue Blomet, 106.
1884-08-30T00:53:28+00:53;7790;Combat.;rue;;préault;rue Préault;7761;"Orig. du nom. ~ Antoine Augustin Préault (1809-1879), statuaire français ; voisinage des rues Pradier et David d'Angers.
Historique. ~ Précédemment partie de la rue du Plateau, plus anciennement partie de la rue des Buttes Chaumont. Voie de l'ancienne commune de Belleville dont le classement dans la voirie parisienne avait été ajourné en 1863.";10.0;110.0;"Classement. ~ Déc. du 16 octobre 1882.
Alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 16 octobre 1882. Arr. du 20 janvier 1948 (relatif à la rue du Plateau), côté pair, sur une longueur de 15 m à partir de la rue du Plateau et pan coupé de 8 m, côté impair, à l'angle de cette dernière voie. Arr. du 22 janvier 1948 (relatif à la rue Fessart), côté impair, sur une longueur de 20 m à partir de cette dernière voie.
Dénomination. ~ Arr. du 30 août 1884.";XIXe;voie publique;rue Fessart, 54.;rue du Plateau, 31.
2007-07-17T02:00:00+02:00;1662;Sainte-Marguerite.;rue;;cesselin;rue Cesselin;1656;"Historique.~ Précédemment dénommée `impasse Cesselin` et son prolongement `voie Y/11`.
Orig. du nom. ~ M. Cesselin, propriétaire du terrain sur lequel la voie a été ouverte.";8.0;69.0;"Classement, alignements (retenus au POS et non repris au PLU) et nivellement. ~ Arr. mun. du 11 mai 1993 pour la partie anciennement en impasse.
Dénomination.~ Arr. mun. du 17 juillet 2007.";XIe;statut mixte;rue Paul Bert, 8.;cité de l'Ameublement, 13.
1868-02-04T00:53:28+00:53;8748;Saint-Ambroise. Roquette.;rue;;saint-sabin;rue Saint-Sabin;8971;"Orig. du nom. ~ Charles Pierre Angelenne de Saint-Sabin était échevin de la Ville de Paris lorsque le tracé de cette voie fut rectifié en 1777.
Historique. ~ La partie B était précédemment la petite rue Saint-Pierre et, antérieurement, le chemin de la Contrescarpe, indiqué sur le plan de Gomboust (1652).";10.0;695.0;"Ouverture. ~ Ord. du 9 février 1846, partie C.
Alignements (retenus au POS et non repris au PLU). ~ Arr. préf. du 9 septembre 1988, au droit du n° 54.
Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 6 mai 1827, entre les rues de la Roquette et du Chemin Vert (A). Arr. du Pouvoir exécutif du 2 octobre 1848, entre les rues du Chemin Vert et Amelot (B) sauf au droit du n° 54. Ord. du 9 février 1846, partie C.
Dénomination. ~ Lettres patentes de mai 1777, partie A. Arr. du 2 avril 1868, partie B.";XIe;voie publique;rue Daval, 23, et rue de la Roquette, 17.;boulevard Beaumarchais, 86.
;9713;Saint-Ambroise.;allée;;verte;allée Verte;9732;Orig. du nom. ~ Voisinage de la rue du chemin Vert, autrefois rue Verte.;8.0;216.0;Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Arr. préf. du 9 septembre 1988.;XIe;voie publique;rue Saint-Sabin, 58.;boulevard Richard Lenoir, 59.
1885-03-12T00:53:28+00:53;5772;Bel Air.;rue;;louis braille;rue Louis Braille;5713;Orig. du nom. ~ Louis Braille (1809-1852), professeur français à l'Institution des Aveugles à Paris, créateur de l'alphabet qui porte son nom.;15.0;265.0;"Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 7 décembre 1886.
Numérotage. ~ Arr. du 10 mai 1886.
Dénomination. ~ Arr. du 10 novembre 1885, approuvé par décret du 3 décembre 1885.";XIIe;voie publique;boulevard de Picpus, 4.;avenue du Général Michel Bizot, 113.
1954-07-13T01:00:00+01:00;4127;Picpus.;square;;georges contenot;square Georges Contenot;4079;"Orig. du nom. ~ Georges Contenot (1868-1948), conseiller municipal et secrétaire général de l'Office public d'habitations de la Ville de Paris.
Historique. ~ Ouvert par l'Office public d'habitations de la Ville de Paris.";0.0;0.0;"Ouverture. ~ Ouvert en 1954.
Nota. ~ Voie privée assurant la desserte intérieure d'un ensemble immobilier sis rue Claude Decaen, 59 à 93, rue de Gravelle, 3 à 19, rue de la Brèche aux Loups, 30 à 52 et rue de Wattignies, 47.
Dénomination. ~ Déc. préf. du 13 juillet 1954.";XIIe;voie privée;rue Claude Decaen, 75, rue de Gravelle, 7, et rue de la Brèche aux Loups, 30 et 46.;
;R516;Bel Air.;route;;bosquet mortemart;route Bosquet Mortemart;Z516;"Historique. ~ Située autrefois sur le territoire de Joinville-le-Pont annexé à Paris par décret du 18 avril 1929.
Site classé. ~ Le bois de Vincennes a été classé comme site par décret du 22 novembre 1960.";5.0;280.0;Observation. ~ Située dans le bois de Vincennes.;XIIe;voie publique;route de la Cascade.;avenue du Tremblay.
;6412;Auteuil.;villa;;molitor;villa Molitor;6339;Orig. du nom. ~ Voisinage de la rue Molitor.;8.0;225.0;;XVIe;voie privée;rue Molitor, 7.;rue Chardon-Lagache, 52 et rue Jouvenet, 26 bis.
1867-02-03T00:53:28+00:53;6411;Auteuil.;rue;;molitor;rue Molitor;6338;"Orig. du nom. ~ Le comte Gabriel Jean Joseph Molitor (1770-1849), maréchal de France ; voisinage de la rue Militaire.";20.0;650.0;"Ouverture. ~ Déc. du 30 novembre 1862 (UP).
Alignements (non retenus au POS et non repris au PLU). ~ Déc. du 30 novembre 1862 (UP). Arr. du 10 janvier 1973 (relatif à la rue Boileau), raccordement du côté impair avec cette dernière voie.
Dénomination. ~ Déc. du 2 mars 1867.";XVIe;voie publique;rue Chardon-Lagache, 14.;boulevard Murat, 25.
1864-12-30T00:53:28+00:53;7401;Bel Air. Picpus.;boulevard;de;picpus;boulevard de Picpus;7362;"Orig. du nom. ~ Lieu-dit.
Historique. ~ Précédemment : 1° A l'extérieur de l'ancien mur d'octroi : boulevard de Picpus, entre la rue de Picpus et l'avenue de Saint-Mandé ; boulevard de Saint-Mandé, pour le surplus ; 2° A l'intérieur de l'ancien mur d'octroi : partie de la place de la Barrière de Picpus qui était située au débouché de la rue de Picpus ; chemin de ronde de Picpus, entre cette dite place et l'avenue de Saint-Mandé ; chemin de ronde de Saint-Mandé, pour le surplus.
Monuments classés. ~ Pavillon et colonne de l'ancienne barrière du Trône.";40.0;1015.0;"Observation. ~ Le terre-plein central est occupé par le viaduc du Métropolitain entre les rues de Picpus et Santerre.
Ouverture. ~ Ord. du Bureau des Finances du 16 janvier 1789. Déc. du 12 avril 1811 (achèvement).
Classement dans la voirie parisienne. ~ Déc. du 23 mai 1863. Précédemment voie de la commune de Saint-Mandé.
Alignements (non retenus au POS et non repris au PLU). ~ Arr. du 3 août 1866, sauf les parties régies par les textes suivants : Ord. du 11 décembre 1845, place circulaire, côté impair, au débouché de la rue de Picpus. Déc. du 30 novembre 1926, au droit des nos 81 et 83 (81 actuel). Arr. du 23 août 1932 (relatif à la rue de Picpus), au droit du n° 2. Arr. du 23 août 1932 (relatif à la rue Sibuet), raccordement du côté pair avec le côté impair de la rue Sibuet. Ce dernier arrêté rapporte les alignements approuvés au droit des nos 56 et 58.
Nivellement. ~ Déc. du 30 novembre 1926 (nos 81-83).
Dénomination. ~ Arr. du 30 décembre 1864.";XIIe;voie publique;rue de Picpus, 93.;avenue du Trône, 10 et cours de Vincennes, 2.
;8136;Bel Air.;cité;du;rendez-vous;cité du Rendez-Vous;8121;Orig. du nom. ~ Voisinage de la rue du Rendez-Vous.;6.0;61.0;Classement, alignements (retenus au POS et non repris au PLU) et nivellement. ~ Arr. mun. du 15 juin 1993.;XIIe;voie publique;rue du Rendez-Vous, 20.;en impasse
1908-03-13T01:00:00+01:00;4531;Saint-Georges.;rue;;henner;rue Henner;4478;"Orig. du nom. ~ Jean-Jacques Henner (1829-1905), peintre français.
Historique. ~ Précédemment, rue Léonie.";10.0;114.0;"Ouverture. ~ Ouverte en 1840.
Classement et alignements (non retenus au POS et non repris au PLU). ~ Déc. du 27 novembre 1859.
Dénomination. ~ Arr. du 13 mars 1908.";IXe;voie publique;rue La Bruyère, 42.;rue Chaptal, 15.
1868-02-04T00:53:28+00:53;5599;Notre-Dame.;rue;;le regrattier;rue Le Regrattier;5530;"Orig. du nom. ~ Le Regrattier, associé de Marie, fut chargé de bâtir l'île Notre-Dame, aujourd'hui île Saint-Louis.
Historique. ~ Construite de 1614 à 1646, dénommée à l'origine rue Le Regrattier ; plus tard, la partie comprise entre la rue Saint-Louis et le quai de Bourbon s'appela rue Angélique puis, rue de la Femme sans Tête.
Monument classé. ~ Au n° 26 : ancien hôtel (façade sur le quai avec le versant de la toiture correspondant).";6.8;166.0;"Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 9 décembre 1838.
Dénomination. ~ Arr. du 2 avril 1868, réunissant la rue de la Femme sans Tête à la rue Le Regrattier.";IVe;voie publique;quai d'Orléans, 22.;quai de Bourbon, 19 bis.
;3667;Chaussée d'Antin. Faubourg Montmartre.;rue;;fléchier;rue Fléchier;3680;"Orig. du nom. ~ Esprit Fléchier (1632-1710), prédicateur ; voisinage de l'église Notre-Dame de Lorette.
Monument classé. ~ Aux nos 2 et 4 : église Notre-Dame de Lorette.";10.0;68.0;Ouverture et alignements (non retenus au POS et non repris au PLU). ~ Ord. du 21 juillet 1824. L'ouverture de cette rue était déjà prévue par des ordonnances du 4 décembre 1822 et du 30 avril 1823.;IXe;voie publique;rue de Châteaudun, 18.;rue du Faubourg Montmartre, 67.
;9440;Faubourg Montmartre.;rue;de;trévise;rue de Trévise;9434;"Orig. du nom. ~ Ouverte sur l'emplacement de l'hôtel du maréchal Mortier, duc de Trévise (1768-1835).
Monument classé. ~ Au n° 32 : Hôtel dit ""Hôtel Bony"".";12.0;415.0;"Ouverture et alignements (non retenus au POS et non repris au PLU). ~ Ord. du 11 août 1844, partie A. Arr. du 7 août 1939, raccordement circulaire avec la rue de la Boule Rouge ; cet arrêté rapporte les alignements approuvés par l'ordonnance du 11 août 1844, au droit des nos 15 (partie) à 21. Cette ordonnance limitait à l5 m la hauteur maxima des maisons riveraines ; une autre ordonnance royale du 3 octobre 1845 avait disposé que les façades de ces maisons pourraient s'élever à une hauteur de 17,55 m. Ord. du 14 décembre 1836, entre les rues Richer et Bleue (B). Cette ordonnance fixait à 16,50 m la hauteur maxima des maisons riveraines. Déc. du 27 août 1859 (UP), entre les rues Bleue et La Fayette (C).
Nivellement. ~ Déc. du 27 août 1859, partie C.";IXe;voie publique;rue Bergère, 22.;rue La Fayette, 76.
;8982;Maison Blanche.;rue;;simonet;rue Simonet;8606;"Orig. du nom. ~ Nom de propriétaire.
Historique. ~ Précédemment passage Simonet.";12.0;108.0;Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Arr. du 9 juin 1931.;XIIIe;voie publique;rue du Moulin des Prés, 26, et rue de la Butte aux Cailles, 2.;rue Gérard, 53.
;9645;Gare.;square;du;velay;square du Velay;9684;"Orig. du nom. ~ Ancien petit pays de France.
Historique. ~ Ouvert sur l'emplacement du bastion 91.";16.0;115.0;"Ouverture. ~ Ouvert en 1932.
Dénomination. ~ Voie dénommée en 1932.";XIIIe;voie privée;avenue Boutroux, 6.;boulevard Masséna, 23.
;X389;Plaisance.;voie;;aq/14;voie AQ/14;Y698;Historique. ~ Bretelle de liaison aménagée à l'occasion de la création du boulevard Périphérique.;10.0;210.0;Observation. ~ Bretelle de sortie du boulevard Périphérique intérieur sud permettant de rejoindre, par l'avenue de la Porte de Vanves, la place de la Porte de Vanves (Porte de Vanves).;XIVe;voie publique;boulevard Périphérique intérieur sud.;avenue de la Porte de Vanves.
;0181;Plaisance.;rue;;alfred durand-claye;rue Alfred Durand-Claye;0204;"Orig. du nom. ~ Alfred Durand-Claye (1841-1888), ingénieur en chef du service de l'assainissement.
Historique. ~ Ouverte par la Ville de Paris. Un arrêté du 18 avril 1890 l'avait dénommée rue Durand-Claye.";10.0;89.0;"Ouverture. ~ Ouverte en 1887.
Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 14 mai 1895.
Numérotage. ~ Arr. du 22 août 1902.";XIVe;voie publique;rue Raymond Losserand, 198, et rue Paturle, 2.;rue Vercingétorix, 231.
1864-08-24T00:53:28+00:53;5277;Montparnasse. Petit Montrouge.;rue;;lalande;rue Lalande;5198;"Orig. du nom. ~ Joseph Jérôme le François de Lalande (1732-1807), astronome français ; voisinage de l'Observatoire.
Historique. ~ Précédemment rue Sainte-Marie.";9.6;180.0;"Classement. ~ Déc. du 23 mai 1863.
Alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 6 septembre 1881.
Numérotage. ~ Arr. du 7 juillet 1880.
Dénomination. ~ Déc. du 24 août 1864.";XIVe;voie publique;rue Froidevaux, 17.;rue Liancourt, 8.
;5358;Montparnasse.;rue;;larochelle;rue Larochelle;5283;"Orig. du nom. ~ Henri Julien Boulanger, dit Larochelle (1827-1884), acteur et directeur de théâtre ; voisinage du théâtre de Montparnasse, dont il fut directeur de 1853 à 1866.
Historique. ~ Précédemment impasse La Rochelle.";7.5;26.0;Classement, alignements (retenus au POS et non repris au PLU) et nivellement. ~ Arr. mun. 16 juillet 1993.;XIVe;voie publique;rue de la Gaîté, 31.;en impasse
;0255;Amérique.;villa;;amalia;villa Amalia;0261;"Orig. du nom. ~ Amalia, prénom de la fille de M. Ravel, propriétaire des terrains sur lesquels cette voie a été créée.
Historique. ~ Précédemment villa des Acacias.";3.0;70.0;"Nota. ~ voie privée ouverte à la circulation publique (arr. du 23 juin 1959).
Ouverture. ~ Ouverte en 1892.";XIXe;voie privée;rue du Général Brunet, 36.;rue de la Liberté, 11.
;X324;Gare.;voie;;bo/13;voie BO/13;Y324;Historique. ~ Voie créée dans le cadre de l'aménagement de la Zac `Paris Rive Gauche` sur des terrains appartenant précédemment à la SNCF.;25.0;180.0;;XIIIe;voie privée destinée à devenir publique;avenue de France.;rue Louise Weiss.
;3755;Maison Blanche.;passage;;foubert;passage Foubert;3767;Orig. du nom. ~ Nom de propriétaire.;10.0;144.0;Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Arr. du 12 février 1935.;XIIIe;voie publique;rue des Peupliers, 10.;rue de Tolbiac, 175 ter.
;2428;Maison Blanche.;impasse;du;crédit lyonnais;impasse du Crédit Lyonnais;2424;Orig. du nom. ~ Le Crédit Lyonnais, propriétaire d'un immeuble de l'impasse.;7.2;82.0;;XIIIe;voie privée;rue de l'Amiral Mouchez, 91.;
1985-02-04T01:00:00+01:00;0650;Halles.;rue;;baltard;rue Baltard;0638;"Orig. du nom. ~ Victor Baltard (Paris, 1805-Paris, 1874), architecte, restaurateur et aquarelliste français. Architecte des anciennes Halles Centrales de Paris.
Historique. ~ Voie créée lors de l'aménagement du secteur des Halles. Elle avait été provisoirement dénommée K/1.";3.0;111.0;Dénomination. ~ Arr. mun. du 2 avril 1985.;Ier;voie publique;allée Saint-John Perse.;rue Rambuteau.
1877-01-02T00:53:28+00:53;5738;Halles. Saint-Merri.;rue;des;lombards;rue des Lombards;5677;"Orig. du nom. ~ Des changeurs lombards y étaient établis au XIIIe siècle.
Historique. ~ L'arr. du 1er février 1877, réunissait la rue de l'Aiguillerie à la rue des Lombards. La rue de l'Aiguillerie était comprise entre les rues Saint-Denis et Sainte-Opportune. Sauval l'appelle rue de l'Esquillerie ; elle aurait porté le nom de rue Alain de Dampierre (1220). La rue des Lombards était comprise entre les rues Saint-Martin et Saint-Denis ; elle était entièrement construite dès 1250. Appelée au XIVe siècle rue de la Buffeterie ou des Lombards, une partie de cette voie aurait été dénommée rue de la Pourpointerie en 1612 et 1636.";13.0;228.0;"Déclassement. ~ Délib. du 23 mars 1987, au droit du n° 35.
Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 19 juillet 1840, partie A. Déc. du 29 septembre 1854 (UP), raccordement avec le côté pair du boulevard de Sébastopol. Ord. du 16 août 1836, partie B. Déc. du 23 août 1858, raccordement du côté pair avec le côté impair de la rue Saint-Denis.
Numérotage. ~ Arr. du 19 juin 1877.
Dénomination. ~ Arr. du 1er février 1877, partie comprise entre les rues Saint-Denis et Sainte-Opportune.";Ier,IVe;voie publique;rue Saint-Martin, 11.;rue Sainte-Opportune, 4.
1884-08-30T00:53:28+00:53;3665;Val de Grâce.;rue;;flatters;rue Flatters;3678;Orig. du nom. ~ Flatters, colonel tué en 1881 par les Touareg pendant une mission ayant pour objet l'étude d'un chemin de fer d'Algérie au Sénégal.;12.0;103.0;"Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Arr. du 9 juin 1931.
Dénomination. ~ Arr. du 30 août 1884.";Ve;voie publique;boulevard de Port-Royal, 50-56.;rue Berthollet, 25.
1945-07-07T03:00:00+03:00;4782;Porte Saint-Martin.;place;;jacques bonsergent;place Jacques Bonsergent;4708;"Orig. du nom. ~ Jacques Bonsergent (1912-1940), ingénieur des Arts et Métiers, premier Parisien fusillé par les Allemands ; habitait 3, boulevard de Magenta.
Historique. ~ A englobé une partie des rues de Lancry et Albert Thomas. Cette dernière voie, indiquée sur le plan de Gomboust (1652), s'est appelée rue des Marais du Temple, puis rue des Marais.";0.0;0.0;"Ouverture. ~ Lettres patentes du 22 novembre 1776, entre le boulevard de Magenta et la rue Albert Thomas (A).
Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 31 mars 1847, partie A. Arr. du Pouvoir exécutif du 4 décembre 1848, entre les rues Lucien Sampaix et de Lancry.
Numérotage. ~ Arr. du 10 avril 1946.
Dénomination. ~ Arr. du 7 juillet 1945.";Xe;voie publique;intersection des rues Lucien Sampaix, de Lancry et Albert Thomas, avec le boulevard de Magenta.;
1844-05-08T00:53:28+00:53;1123;Saint-Vincent de Paul.;rue;;bossuet;rue Bossuet;1128;"Orig. du nom. ~ Jacques Bénigne Bossuet (1627-1704), évêque de Meaux ; voisinage de l'église Saint-Vincent de Paul.";19.55;125.0;"Ouverture. ~ Ord. du 31 janvier 1827 (larg. : 14 m).
Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 2 février 1839, côté pair.
Dénomination. ~ Ord. du 5 août 1844.";Xe;voie publique;rue La Fayette, 111, et place Franz Liszt.;rue de Belzunce, 3.
1881-02-21T00:53:28+00:53;4619;Halles.;rue;;herold;rue Herold;4544;"Orig. du nom. ~ Louis Joseph Ferdinand Hérold (1791-1833), compositeur, né dans la maison qui porte le n° 10.
Historique. ~ Précédemment partie de la rue d'Argout.";10.0;141.0;"Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 23 juillet 1828. Déc. du 9 mars 1880, (UP), raccordement, du côté pair, avec la rue Etienne Marcel. Déc. du 26 juillet 1883, raccordement du côté impair avec la rue Etienne Marcel.
Dénomination. ~ Déc. du 21 février 1881.";Ier;voie publique;rue Coquillière, 42.;rue Étienne Marcel, 47.
1985-08-26T02:00:00+02:00;5823;Halles.;porte;du;louvre;porte du Louvre;5762;"Orig. du nom. ~ Voisinage de la rue du Louvre.
Historique. ~ Accès provisoirement dénommé AD/1, créé dans le cadre de l'aménagement du secteur ouest des Halles.";0.0;0.0;"Observation. ~ Accès au niveau du sol, conduisant aux réalisations en sous-sol, sous le jardin des Halles, permettant de rejoindre, par deux escaliers successifs, la rue de la Boucle au niveau -3.
Dénomination. ~ Arr. mun. du 26 août 1985.";Ier;voie publique;rue de Viarmes, près de la rue du Louvre.;
;A985;Sur le territoire de Levallois-Perret.;rue;;pablo neruda;rue Pablo Neruda;6906;Orig. du nom. ~ Ricardo Neftali Reyes Neruda, dit Pablo Neruda (1904-1973), poète Chilien, prix Nobel de littérature en 1971.;12.0;45.0;;Limitrophe;voie publique;le long de la limite de Paris, à l'extrémité de l'avenue de la Porte d'Asnières sise à Paris (XVIIe ardt).;
1877-10-11T00:53:28+00:53;6383;Jardin des Plantes.;rue;de;mirbel;rue de Mirbel;6308;"Orig. du nom. ~ Charles François Brisseau de Mirbel (1776-1854), botaniste ; voisinage du Jardin des Plantes.
Historique. ~ Précédemment partie de la rue de l'Abbé de l'Epée. Le tronçon M était plus anciennement une partie de la rue du Marché des Patriarches.";20.0;190.0;"Ouverture. ~ Déc. du 30 juillet 1859 (UP) (larg. : 12 m), entre les rues Monge et du Marché des Patriarches. Dans cette partie, la voie a été ouverte suivant un tracé différent. Ord. du 20 septembre 1828, partie M.
Alignements (non retenus au POS et non repris au PLU). ~ Déc. du 30 juillet 1859 (UP), côté pair entre la rue Monge et la rue des Patriarches.
Numérotage. ~ Arr. du 27 septembre 1877.
Dénomination. ~ Déc. du 10 novembre 1877.";Ve;voie publique;rue Censier, 20 ter-22.;rue des Patriarches, 7.
